name,genres,features,rating,price
Heat Signature,"Action, Adventure, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing",79,$14.99
Antisquad,"Action, Adventure, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing",N/A,$5.99
Meltdown,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, VR Support, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",N/A,$6.99
Mechanic Escape,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",N/A,$0.79
Pinball Arcade: Season Three Pack,"Free To Play, Simulation","Single-player, Multi-player, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support",N/A,N/A
Grapple,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",N/A,$6.99
High Strangeness,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",N/A,$4.99
Krautscape,"Indie, Racing","Single-player, Multi-player, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",N/A,$6.99
Panzer Corps Gold,Strategy,"Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud, Includes level editor, Family Sharing",80,$29.99
XCOM 2,Strategy,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Tablet, Family Sharing",88,$2.99
Orc Attack: Flatulent Rebellion,"Action, Adventure, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Remote Play on TV, Remote Play Together, Family Sharing",N/A,$9.99
The Whispered World Special Edition,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Commentary available, Family Sharing",N/A,$1.99
Alan Wake Bonus Materials,"Action, Adventure","Single-player, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,Free
RPG Maker VX Ace - High Fantasy: The Deep,"Design & Illustration, Web Publishing","Single-player, Downloadable Content",N/A,$5.99
From the Depths,"Action, Adventure, Indie, Simulation, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Partial Controller Support, Steam Leaderboards, Includes level editor, Family Sharing",N/A,$24.99
The Memory of Eldurim,"Action, Adventure, Indie, RPG, Early Access","Single-player, Family Sharing",N/A,$0.99
Magicite,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Family Sharing",N/A,$9.99
Treasure Adventure World,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Family Sharing",N/A,$9.99
EVGA Precision X1,Utilities,"Single-player, Steam Achievements",N/A,Free
Satellite Reign,"Action, Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",75,$29.99
Masters of the World - Geopolitical Simulator 3,Simulation,"Single-player, Multi-player, Family Sharing",N/A,$34.99
Cuphead,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",88,$19.99
You Are Not The Hero,"Adventure, Indie, RPG, Early Access","Single-player, Steam Achievements, Captions available, Partial Controller Support, Family Sharing",N/A,$14.99
The Dishwasher: Vampire Smile,"Action, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",N/A,$9.99
Empires: Dawn of the Modern World,Strategy,"Single-player, Multi-player, Family Sharing",N/A,N/A
Crayon Physics Deluxe,"Casual, Indie","Single-player, Family Sharing",79,$1.99
Science Girls,"Indie, RPG","Single-player, Steam Achievements, Family Sharing",N/A,$4.99
The Yawhg,"Indie, RPG","Single-player, Multi-player, Shared/Split Screen, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing",66,$9.99
Year Walk,"Adventure, Indie","Single-player, Steam Achievements, Family Sharing",87,$5.99
Crayon Physics Deluxe Demo,"Indie, Casual","Single-player, Game demo",79,Free
Super Motherload,"Adventure, Casual, Indie, RPG","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",N/A,$14.99
Luxuria Superbia,"Action, Casual, Indie, Simulation","Single-player, Multi-player, Shared/Split Screen, Full controller support, Remote Play Together, Family Sharing",N/A,$6.99
Sports Bar VR,"Casual, Indie, Simulation, Sports, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Tracked Controller Support, VR Only, Steam Cloud, Family Sharing",N/A,$19.99
Edge Of Eternity,"Action, Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Family Sharing",N/A,$29.99
Hero Siege,"Action, Adventure, Indie, Massively Multiplayer, RPG","Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",N/A,$7.99
Aces Wild: Manic Brawling Action!,"Action, Indie","Single-player, Multi-player, Shared/Split Screen, Partial Controller Support, Remote Play Together, Family Sharing",N/A,$9.99
WORLD END ECONOMiCA episode.01,Indie,"Single-player, Steam Trading Cards, Family Sharing",N/A,$12.99
LOVE,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Includes level editor, Family Sharing",N/A,CDN$ 3.25
liteCam Game: 100 FPS Game Capture,"Utilities, Video Production",Single-player,N/A,$14.99
Infectonator: Survivors,"Action, Adventure, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$9.99
Chronology,"Adventure, Indie","Single-player, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$4.99
Montas,"Adventure, Indie, Early Access","Single-player, Full controller support, VR Support, Steam Cloud, Family Sharing",N/A,$9.99
Reaper - Tale of a Pale Swordsman,"Action, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing",N/A,$9.99
Burning Cars,Racing,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Partial Controller Support, Family Sharing",N/A,$5.99
MorphVOX Pro 4 - Voice Changer (Old),"Audio Production, Utilities","Single-player, Steam Cloud",N/A,$39.99
Bardbarian,"Action, Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",N/A,$5.99
Voice of Pripyat,"Action, Indie, Massively Multiplayer, Early Access","Multi-player, MMO, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Family Sharing",N/A,$6.99
Zoom Player : Steam Edition,"Audio Production, Utilities, Video Production",Partial Controller Support,N/A,$59.99
Gamer To Game Developer Series 1: More Than a Gamer,"Education, Software Training",Single-player,N/A,$7.49
Claustrophobia: The Downward Struggle,"Indie, RPG, Strategy, Early Access","Single-player, Family Sharing",N/A,$4.99
Arcane Worlds,"Action, Adventure, Early Access, Indie, Strategy","Single-player, Family Sharing",N/A,$9.99
A Mass of Dead,"Action, Indie","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",N/A,$4.99
Dex,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Remote Play on TV, Family Sharing",62,$19.99
BADLAND: Game of the Year Edition,"Action, Adventure, Indie","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",79,$9.99
RymdResa,"Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",N/A,$11.99
Tumblestone,"Action, Casual, Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing",91,$24.99
Secrets of Grindea,"Action, Adventure, Indie, RPG","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Family Sharing",N/A,$14.99
DreadOut,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",55,$14.99
Get Packed: Fully Loaded,"Action, Casual, Indie","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Remote Play Together, Family Sharing",N/A,$1.99
AR-K,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",N/A,$7.99
X-Plane 11,Simulation,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Tracked Controller Support, VR Supported, Partial Controller Support, Includes level editor, Family Sharing",N/A,$29.99
Infinite Space III: Sea of Stars,"Adventure, Indie","Single-player, Family Sharing",N/A,$4.99
RollerCoaster Tycoon 3: Platinum,"Simulation, Strategy","Single-player, Family Sharing",81,N/A
The Path,"Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing",79,$9.99
Time Rifters,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Leaderboards, Includes level editor, Commentary available, Family Sharing",N/A,$9.99
Quest of Dungeons,"Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Remote Play on TV, Family Sharing",N/A,$4.99
The Girl and the Robot,"Action, Adventure, Indie, RPG","Single-player, Partial Controller Support, Family Sharing",58,$9.99
//N.P.P.D. RUSH//- The milk of Ultraviolet,"Action, Indie","Single-player, Steam Trading Cards, Family Sharing",N/A,$3.99
Block Story,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Partial Controller Support, Family Sharing",N/A,$4.99
The Gallery - Episode 1: Call of the Starseed,"Adventure, Casual, Indie","Single-player, Steam Achievements, Tracked Controller Support, VR Only, VR Support, SteamVR Collectibles, Steam Cloud, Family Sharing",79,$14.99
RUNNING WITH RIFLES,"Action, Indie","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Family Sharing",78,$14.99
Depression Quest,"Free To Play, Indie, RPG, Simulation","Single-player, Full controller support, Family Sharing",N/A,Free
1HEART,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",N/A,$9.99
The Graveyard,"Indie, Simulation","Single-player, Family Sharing",N/A,$4.99
Melody's Escape,Indie,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Family Sharing",N/A,$9.99
Prominence,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Family Sharing",N/A,$19.99
Frozen State,"Action, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats, Family Sharing",N/A,$11.99
The Graveyard Trial,"Indie, Simulation","Single-player, Game demo",N/A,Free
Dominique Pamplemousse,"Adventure, Indie","Single-player, Steam Trading Cards, Captions available, Family Sharing",62,$0.99
Ku: Shroud of the Morrigan,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$4.99
Lambda Wars,"Strategy, Free To Play","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Cloud, Stats",N/A,Free
The Path - Prologue,"Indie, Adventure","Single-player, Game demo, Family Sharing",79,Free
Cypress Inheritance: The Beginning,"Action, Adventure, Indie, RPG, Strategy","Single-player, Full controller support, Family Sharing",N/A,$59.99
Robot Roller-Derby Disco Dodgeball,"Action, Indie, Sports","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",N/A,$9.99
The Forest of Doom (Standalone),"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$4.99
Fatale,"Adventure, Casual, Indie","Single-player, Family Sharing",N/A,$6.99
EPOCH,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing",N/A,$1.99
Yet Another Zombie Defense,"Action, Casual, Indie, Strategy","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Remote Play Together",N/A,Free
Reversion - The Escape (1st Chapter),"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",N/A,$0.99
Long Night,"Action, Adventure, Indie","Single-player, Full controller support, Family Sharing",N/A,$4.99
Mage's Initiation: Reign of the Elements,"Action, Adventure, Indie, RPG","Single-player, Family Sharing",70,$14.99
Haunt the House: Terrortown,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",N/A,$4.99
Scourge: Outbreak - Blindside PvP Map pack,"Action, Indie","Multi-player, Cross-Platform Multiplayer, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",N/A,$1.99
Scourge: Outbreak Demo,"Action, Indie","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Game demo, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards",N/A,Free
